,name,boss_num,prog_time,guild_name
6,The Council of Blood,6,16.66668,Tyrannical
7,Sludgefist,7,27.7778,Tyrannical
8,Stone Legion Generals,8,30.55558,Tyrannical
9,Sire Denathrius,9,44.44448,Tyrannical
0,Shriekwing,0,0.0,jokes on you
1,Huntsman Altimor,1,0.0,jokes on you
2,Hungering Destroyer,2,8.33334,jokes on you
3,Sun King's Salvation,3,2.77778,jokes on you
4,Artificer Xy'mox,4,2.77778,jokes on you
5,Lady Inerva Darkvein,5,2.77778,jokes on you
6,The Council of Blood,6,2.77778,jokes on you
7,Sludgefist,7,2.77778,jokes on you
8,Stone Legion Generals,8,2.77778,jokes on you
9,Sire Denathrius,9,11.11112,jokes on you
0,Shriekwing,0,30.55558,Imminent
1,Huntsman Altimor,1,36.11114,Imminent
2,Hungering Destroyer,2,38.88892,Imminent
3,Sun King's Salvation,3,38.88892,Imminent
4,Artificer Xy'mox,4,19.44446,Imminent
5,Lady Inerva Darkvein,5,44.44448,Imminent
6,The Council of Blood,6,61.11116,Imminent
7,Sludgefist,7,61.11116,Imminent
8,Stone Legion Generals,8,111.1112,Imminent
9,Sire Denathrius,9,55.55558,Imminent
0,Shriekwing,0,0.0,The Reckless
1,Huntsman Altimor,1,5.55556,The Reckless
2,Hungering Destroyer,2,2.77778,The Reckless
3,Sun King's Salvation,3,5.55556,The Reckless
4,Artificer Xy'mox,4,13.8889,The Reckless
5,Lady Inerva Darkvein,5,8.33334,The Reckless
6,The Council of Blood,6,11.11112,The Reckless
7,Sludgefist,7,25.00002,The Reckless
8,Stone Legion Generals,8,33.33336,The Reckless
9,Sire Denathrius,9,50.00004,The Reckless
0,Shriekwing,0,0.0,Jade Falcons
1,Huntsman Altimor,1,0.0,Jade Falcons
2,Hungering Destroyer,2,8.33334,Jade Falcons
3,Sun King's Salvation,3,0.0,Jade Falcons
4,Artificer Xy'mox,4,8.33334,Jade Falcons
5,Lady Inerva Darkvein,5,13.8889,Jade Falcons
6,The Council of Blood,6,16.66668,Jade Falcons
7,Sludgefist,7,19.44446,Jade Falcons
8,Stone Legion Generals,8,38.88892,Jade Falcons
9,Sire Denathrius,9,30.55558,Jade Falcons
0,Shriekwing,0,2.77778,Bad RNG
1,Huntsman Altimor,1,0.0,Bad RNG
2,Hungering Destroyer,2,2.77778,Bad RNG
3,Sun King's Salvation,3,8.33334,Bad RNG
4,Artificer Xy'mox,4,5.55556,Bad RNG
5,Lady Inerva Darkvein,5,11.11112,Bad RNG
6,The Council of Blood,6,19.44446,Bad RNG
7,Sludgefist,7,16.66668,Bad RNG
8,Stone Legion Generals,8,33.33336,Bad RNG
9,Sire Denathrius,9,25.00002,Bad RNG
0,Shriekwing,0,0.0,Lost Society
1,Huntsman Altimor,1,2.77778,Lost Society
2,Hungering Destroyer,2,5.55556,Lost Society
3,Sun King's Salvation,3,2.77778,Lost Society
4,Artificer Xy'mox,4,11.11112,Lost Society
5,Lady Inerva Darkvein,5,5.55556,Lost Society
6,The Council of Blood,6,11.11112,Lost Society
7,Sludgefist,7,5.55556,Lost Society
0,Shriekwing,0,0.0,Wisp
1,Huntsman Altimor,1,0.0,Wisp
2,Hungering Destroyer,2,0.0,Wisp
3,Sun King's Salvation,3,0.0,Wisp
4,Artificer Xy'mox,4,2.77778,Wisp
5,Sludgefist,7,0.0,Wisp
6,Stone Legion Generals,8,2.77778,Wisp
7,Sire Denathrius,9,44.44448,Wisp
0,Shriekwing,0,0.0,Unethical
1,Huntsman Altimor,1,0.0,Unethical
2,Hungering Destroyer,2,0.0,Unethical
3,Sun King's Salvation,3,0.0,Unethical
4,Artificer Xy'mox,4,8.33334,Unethical
5,Lady Inerva Darkvein,5,2.77778,Unethical
6,The Council of Blood,6,0.0,Unethical
7,Sludgefist,7,0.0,Unethical
8,Stone Legion Generals,8,11.11112,Unethical
9,Sire Denathrius,9,25.00002,Unethical
0,Shriekwing,0,0.0,Blacklîsted
1,Huntsman Altimor,1,5.55556,Blacklîsted
2,Hungering Destroyer,2,2.77778,Blacklîsted
3,Sun King's Salvation,3,8.33334,Blacklîsted
4,Artificer Xy'mox,4,5.55556,Blacklîsted
5,Lady Inerva Darkvein,5,11.11112,Blacklîsted
6,The Council of Blood,6,16.66668,Blacklîsted
7,Sludgefist,7,13.8889,Blacklîsted
8,Stone Legion Generals,8,47.22226,Blacklîsted
9,Sire Denathrius,9,50.00004,Blacklîsted
0,Shriekwing,0,2.77778,Solaris
1,Huntsman Altimor,1,0.0,Solaris
2,Hungering Destroyer,2,2.77778,Solaris
3,Sun King's Salvation,3,0.0,Solaris
4,Artificer Xy'mox,4,8.33334,Solaris
5,Lady Inerva Darkvein,5,2.77778,Solaris
6,The Council of Blood,6,11.11112,Solaris
7,Sludgefist,7,13.8889,Solaris
8,Stone Legion Generals,8,30.55558,Solaris
9,Sire Denathrius,9,33.33336,Solaris
0,Shriekwing,0,0.0,Salty Tears
1,Huntsman Altimor,1,2.77778,Salty Tears
2,Hungering Destroyer,2,5.55556,Salty Tears
3,Sun King's Salvation,3,5.55556,Salty Tears
4,Artificer Xy'mox,4,8.33334,Salty Tears
5,Lady Inerva Darkvein,5,0.0,Salty Tears
6,The Council of Blood,6,5.55556,Salty Tears
7,Sludgefist,7,13.8889,Salty Tears
8,Stone Legion Generals,8,30.55558,Salty Tears
9,Sire Denathrius,9,19.44446,Salty Tears
0,Shriekwing,0,2.77778,Aluren
1,Huntsman Altimor,1,0.0,Aluren
2,Hungering Destroyer,2,5.55556,Aluren
3,Sun King's Salvation,3,2.77778,Aluren
4,Artificer Xy'mox,4,5.55556,Aluren
5,Lady Inerva Darkvein,5,5.55556,Aluren
6,The Council of Blood,6,5.55556,Aluren
7,Sludgefist,7,16.66668,Aluren
8,Stone Legion Generals,8,27.7778,Aluren
9,Sire Denathrius,9,38.88892,Aluren
0,Shriekwing,0,0.0,Witness
1,Huntsman Altimor,1,2.77778,Witness
2,Hungering Destroyer,2,5.55556,Witness
3,Sun King's Salvation,3,8.33334,Witness
4,Artificer Xy'mox,4,5.55556,Witness
5,Lady Inerva Darkvein,5,2.77778,Witness
6,The Council of Blood,6,8.33334,Witness
7,Sludgefist,7,0.0,Witness
8,Stone Legion Generals,8,11.11112,Witness
9,Sire Denathrius,9,16.66668,Witness
0,Shriekwing,0,2.77778,Tyranny
1,Huntsman Altimor,1,0.0,Tyranny
2,Hungering Destroyer,2,5.55556,Tyranny
3,Sun King's Salvation,3,11.11112,Tyranny
4,Artificer Xy'mox,4,5.55556,Tyranny
5,Lady Inerva Darkvein,5,2.77778,Tyranny
6,The Council of Blood,6,5.55556,Tyranny
7,Sludgefist,7,8.33334,Tyranny
8,Stone Legion Generals,8,11.11112,Tyranny
9,Sire Denathrius,9,11.11112,Tyranny
0,Shriekwing,0,0.0,Nurfed
1,Huntsman Altimor,1,2.77778,Nurfed
2,Hungering Destroyer,2,2.77778,Nurfed
3,Sun King's Salvation,3,2.77778,Nurfed
4,Artificer Xy'mox,4,8.33334,Nurfed
5,Lady Inerva Darkvein,5,2.77778,Nurfed
6,The Council of Blood,6,11.11112,Nurfed
7,Sludgefist,7,11.11112,Nurfed
8,Stone Legion Generals,8,25.00002,Nurfed
9,Sire Denathrius,9,30.55558,Nurfed
0,Shriekwing,0,5.55556,Vindicatum
1,Huntsman Altimor,1,0.0,Vindicatum
2,Hungering Destroyer,2,0.0,Vindicatum
3,Sun King's Salvation,3,13.8889,Vindicatum
4,Artificer Xy'mox,4,13.8889,Vindicatum
5,Lady Inerva Darkvein,5,5.55556,Vindicatum
6,The Council of Blood,6,16.66668,Vindicatum
7,Sludgefist,7,16.66668,Vindicatum
8,Stone Legion Generals,8,41.6667,Vindicatum
9,Sire Denathrius,9,41.6667,Vindicatum
0,Shriekwing,0,2.77778,Warpath
1,Huntsman Altimor,1,2.77778,Warpath
2,Hungering Destroyer,2,5.55556,Warpath
3,Sun King's Salvation,3,5.55556,Warpath
4,Artificer Xy'mox,4,25.0,Warpath
5,Lady Inerva Darkvein,5,5.55556,Warpath
6,The Council of Blood,6,13.8889,Warpath
7,Sludgefist,7,36.11112,Warpath
8,Stone Legion Generals,8,41.6667,Warpath
9,Sire Denathrius,9,75.00002,Warpath
0,Shriekwing,0,0.0,Elusive
1,Huntsman Altimor,1,0.0,Elusive
2,Hungering Destroyer,2,5.55556,Elusive
3,Sun King's Salvation,3,2.77778,Elusive
4,Artificer Xy'mox,4,19.44446,Elusive
5,Lady Inerva Darkvein,5,8.33334,Elusive
6,The Council of Blood,6,13.8889,Elusive
7,Sludgefist,7,22.22224,Elusive
8,Stone Legion Generals,8,52.77782,Elusive
9,Sire Denathrius,9,58.33338,Elusive
0,Shriekwing,0,2.77778,Washed Up Scrubs
1,Huntsman Altimor,1,2.77778,Washed Up Scrubs
2,Hungering Destroyer,2,2.77778,Washed Up Scrubs
3,Sun King's Salvation,3,5.55556,Washed Up Scrubs
4,Artificer Xy'mox,4,13.8889,Washed Up Scrubs
5,Lady Inerva Darkvein,5,11.11112,Washed Up Scrubs
6,The Council of Blood,6,11.11112,Washed Up Scrubs
7,Sludgefist,7,11.11112,Washed Up Scrubs
8,Stone Legion Generals,8,25.00002,Washed Up Scrubs
9,Sire Denathrius,9,33.33336,Washed Up Scrubs
0,Shriekwing,0,0.0,Ookers
1,Huntsman Altimor,1,5.55556,Ookers
2,Hungering Destroyer,2,8.33334,Ookers
3,Sun King's Salvation,3,2.77778,Ookers
4,Artificer Xy'mox,4,5.55556,Ookers
5,Lady Inerva Darkvein,5,5.55556,Ookers
6,The Council of Blood,6,13.8889,Ookers
7,Sludgefist,7,11.11112,Ookers
8,Stone Legion Generals,8,30.55558,Ookers
9,Sire Denathrius,9,22.22224,Ookers
0,Shriekwing,0,2.77778,BibleBlack
1,Huntsman Altimor,1,19.44444,BibleBlack
2,Hungering Destroyer,2,8.33334,BibleBlack
3,Sun King's Salvation,3,27.77778,BibleBlack
4,Artificer Xy'mox,4,16.66668,BibleBlack
5,Lady Inerva Darkvein,5,2.77778,BibleBlack
6,The Council of Blood,6,38.8889,BibleBlack
7,Sludgefist,7,30.55556,BibleBlack
8,Stone Legion Generals,8,72.22226,BibleBlack
9,Sire Denathrius,9,108.33338,BibleBlack
0,Shriekwing,0,0.0,Early Night
1,Huntsman Altimor,1,8.33334,Early Night
2,Hungering Destroyer,2,2.77778,Early Night
3,Sun King's Salvation,3,5.55556,Early Night
4,Artificer Xy'mox,4,11.11112,Early Night
5,Lady Inerva Darkvein,5,5.55556,Early Night
6,The Council of Blood,6,8.33334,Early Night
7,Sludgefist,7,25.00002,Early Night
8,Stone Legion Generals,8,33.33336,Early Night
9,Sire Denathrius,9,38.88892,Early Night
0,Shriekwing,0,0.0,k m s
1,Huntsman Altimor,1,0.0,k m s
2,Hungering Destroyer,2,5.55556,k m s
3,Sun King's Salvation,3,2.77778,k m s
4,Lady Inerva Darkvein,5,2.77778,k m s
0,Shriekwing,0,2.77778,Unic
1,Huntsman Altimor,1,2.77778,Unic
2,Hungering Destroyer,2,2.77778,Unic
3,Sun King's Salvation,3,2.77778,Unic
4,Artificer Xy'mox,4,8.33334,Unic
5,Lady Inerva Darkvein,5,8.33334,Unic
6,The Council of Blood,6,13.8889,Unic
7,Sludgefist,7,11.11112,Unic
8,Stone Legion Generals,8,41.6667,Unic
9,Sire Denathrius,9,38.88892,Unic
0,Shriekwing,0,0.0,Konfluens
1,Huntsman Altimor,1,0.0,Konfluens
2,Hungering Destroyer,2,2.77778,Konfluens
3,Sun King's Salvation,3,2.77778,Konfluens
4,Artificer Xy'mox,4,13.8889,Konfluens
5,Lady Inerva Darkvein,5,11.11112,Konfluens
6,The Council of Blood,6,11.11112,Konfluens
7,Sludgefist,7,8.33334,Konfluens
8,Stone Legion Generals,8,25.00002,Konfluens
9,Sire Denathrius,9,25.00002,Konfluens
0,Shriekwing,0,2.77778,Unknown Entity
1,Huntsman Altimor,1,2.77778,Unknown Entity
2,Hungering Destroyer,2,5.55556,Unknown Entity
3,Sun King's Salvation,3,8.33334,Unknown Entity
4,Artificer Xy'mox,4,11.11112,Unknown Entity
5,Lady Inerva Darkvein,5,8.33334,Unknown Entity
6,The Council of Blood,6,19.44446,Unknown Entity
7,Sludgefist,7,13.8889,Unknown Entity
8,Stone Legion Generals,8,36.11114,Unknown Entity
9,Sire Denathrius,9,30.55558,Unknown Entity
0,Shriekwing,0,2.77778,Glass Cannon
1,Huntsman Altimor,1,0.0,Glass Cannon
2,Hungering Destroyer,2,5.55556,Glass Cannon
3,Sun King's Salvation,3,2.77778,Glass Cannon
4,Artificer Xy'mox,4,11.11112,Glass Cannon
5,Lady Inerva Darkvein,5,11.11112,Glass Cannon
6,The Council of Blood,6,19.44446,Glass Cannon
7,Sludgefist,7,19.44446,Glass Cannon
8,Stone Legion Generals,8,30.55558,Glass Cannon
9,Sire Denathrius,9,47.22226,Glass Cannon
0,Shriekwing,0,2.77778,Flawless
1,Huntsman Altimor,1,2.77778,Flawless
2,Hungering Destroyer,2,5.55556,Flawless
3,Sun King's Salvation,3,13.8889,Flawless
4,Artificer Xy'mox,4,13.8889,Flawless
5,Lady Inerva Darkvein,5,2.77778,Flawless
6,The Council of Blood,6,16.66668,Flawless
7,Sludgefist,7,16.66668,Flawless
8,Stone Legion Generals,8,33.33336,Flawless
9,Sire Denathrius,9,44.44448,Flawless
0,Stone Legion Generals,8,5.55556,Die Gummibärenbande
0,Shriekwing,0,5.55556,Evolution
1,Huntsman Altimor,1,0.0,Evolution
2,Hungering Destroyer,2,8.33334,Evolution
3,Sun King's Salvation,3,2.77778,Evolution
4,Artificer Xy'mox,4,5.55556,Evolution
5,Lady Inerva Darkvein,5,2.77778,Evolution
6,The Council of Blood,6,11.11112,Evolution
7,Sludgefist,7,5.55556,Evolution
8,Stone Legion Generals,8,19.44446,Evolution
9,Sire Denathrius,9,16.66668,Evolution
0,Shriekwing,0,0.0,Regelwerk
1,Huntsman Altimor,1,5.55556,Regelwerk
2,Hungering Destroyer,2,2.77778,Regelwerk
3,Sun King's Salvation,3,11.11112,Regelwerk
4,Artificer Xy'mox,4,11.11112,Regelwerk
5,Lady Inerva Darkvein,5,0.0,Regelwerk
6,The Council of Blood,6,13.8889,Regelwerk
7,Sludgefist,7,8.33334,Regelwerk
8,Stone Legion Generals,8,27.7778,Regelwerk
9,Sire Denathrius,9,5.55556,Regelwerk
0,Shriekwing,0,0.0,Feel the Difference
1,Huntsman Altimor,1,0.0,Feel the Difference
2,Hungering Destroyer,2,5.55556,Feel the Difference
3,Sun King's Salvation,3,0.0,Feel the Difference
4,Artificer Xy'mox,4,5.55556,Feel the Difference
5,Lady Inerva Darkvein,5,8.33334,Feel the Difference
6,The Council of Blood,6,11.11112,Feel the Difference
7,Sludgefist,7,8.33334,Feel the Difference
8,Stone Legion Generals,8,41.6667,Feel the Difference
9,Sire Denathrius,9,36.11114,Feel the Difference
0,Shriekwing,0,2.77778,Vex Thal
1,Huntsman Altimor,1,8.33334,Vex Thal
2,Hungering Destroyer,2,0.0,Vex Thal
3,Sun King's Salvation,3,5.55556,Vex Thal
4,Artificer Xy'mox,4,11.11112,Vex Thal
5,Lady Inerva Darkvein,5,8.33334,Vex Thal
6,The Council of Blood,6,25.00002,Vex Thal
7,Sludgefist,7,16.66668,Vex Thal
8,Stone Legion Generals,8,36.11114,Vex Thal
9,Sire Denathrius,9,47.22226,Vex Thal
0,Shriekwing,0,2.77778,stay hydrated
1,Huntsman Altimor,1,0.0,stay hydrated
2,Hungering Destroyer,2,0.0,stay hydrated
3,Sun King's Salvation,3,2.77778,stay hydrated
4,Artificer Xy'mox,4,2.77778,stay hydrated
5,Lady Inerva Darkvein,5,2.77778,stay hydrated
6,The Council of Blood,6,13.8889,stay hydrated
7,Sludgefist,7,13.8889,stay hydrated
8,Stone Legion Generals,8,25.00002,stay hydrated
9,Sire Denathrius,9,16.66668,stay hydrated
0,Shriekwing,0,0.0,Reversio
1,Huntsman Altimor,1,0.0,Reversio
2,Hungering Destroyer,2,0.0,Reversio
3,Sun King's Salvation,3,0.0,Reversio
4,Artificer Xy'mox,4,0.0,Reversio
5,Lady Inerva Darkvein,5,0.0,Reversio
6,The Council of Blood,6,2.77778,Reversio
7,Sludgefist,7,2.77778,Reversio
8,Stone Legion Generals,8,0.0,Reversio
0,Shriekwing,0,19.44446,Inner Sanctum
1,Huntsman Altimor,1,22.22224,Inner Sanctum
2,Hungering Destroyer,2,30.55558,Inner Sanctum
3,Sun King's Salvation,3,22.22224,Inner Sanctum
4,Artificer Xy'mox,4,19.44446,Inner Sanctum
5,Lady Inerva Darkvein,5,25.00002,Inner Sanctum
6,The Council of Blood,6,41.6667,Inner Sanctum
7,Sludgefist,7,33.33336,Inner Sanctum
8,Stone Legion Generals,8,83.3334,Inner Sanctum
9,Sire Denathrius,9,61.11116,Inner Sanctum
0,Shriekwing,0,22.22224,Blacklisted
1,Huntsman Altimor,1,16.66668,Blacklisted
2,Hungering Destroyer,2,13.8889,Blacklisted
3,Sun King's Salvation,3,25.00002,Blacklisted
4,Artificer Xy'mox,4,50.00002,Blacklisted
5,Lady Inerva Darkvein,5,25.00002,Blacklisted
6,The Council of Blood,6,133.33336,Blacklisted
7,Sludgefist,7,86.11114,Blacklisted
8,Stone Legion Generals,8,188.88894,Blacklisted
9,Sire Denathrius,9,261.11116,Blacklisted
0,Shriekwing,0,2.77778,Attero Dominatus
1,Huntsman Altimor,1,5.55556,Attero Dominatus
2,Hungering Destroyer,2,8.33334,Attero Dominatus
3,Sun King's Salvation,3,13.8889,Attero Dominatus
4,Artificer Xy'mox,4,8.33334,Attero Dominatus
5,Lady Inerva Darkvein,5,8.33334,Attero Dominatus
6,The Council of Blood,6,27.7778,Attero Dominatus
7,Sludgefist,7,25.00002,Attero Dominatus
8,Stone Legion Generals,8,47.22226,Attero Dominatus
9,Sire Denathrius,9,69.4445,Attero Dominatus
0,Shriekwing,0,2.77778,Unluck
1,Huntsman Altimor,1,2.77778,Unluck
2,Hungering Destroyer,2,5.55556,Unluck
3,Sun King's Salvation,3,5.55556,Unluck
4,Artificer Xy'mox,4,8.33334,Unluck
5,Lady Inerva Darkvein,5,8.33334,Unluck
6,The Council of Blood,6,13.8889,Unluck
7,Sludgefist,7,13.8889,Unluck
8,Stone Legion Generals,8,41.6667,Unluck
9,Sire Denathrius,9,41.6667,Unluck
0,Shriekwing,0,0.0,Epsilon
1,Sludgefist,7,0.0,Epsilon
2,Stone Legion Generals,8,2.77778,Epsilon
3,Sire Denathrius,9,36.11114,Epsilon
0,Shriekwing,0,2.77778,Greta Ghuunberg
1,Huntsman Altimor,1,0.0,Greta Ghuunberg
2,Hungering Destroyer,2,5.55556,Greta Ghuunberg
3,Sun King's Salvation,3,11.11112,Greta Ghuunberg
4,Artificer Xy'mox,4,13.8889,Greta Ghuunberg
5,Lady Inerva Darkvein,5,5.55556,Greta Ghuunberg
6,The Council of Blood,6,8.33334,Greta Ghuunberg
7,Sludgefist,7,5.55556,Greta Ghuunberg
8,Stone Legion Generals,8,13.8889,Greta Ghuunberg
9,Sire Denathrius,9,27.7778,Greta Ghuunberg
0,Shriekwing,0,0.0,Ambid
1,Huntsman Altimor,1,2.77778,Ambid
2,Hungering Destroyer,2,0.0,Ambid
3,Sun King's Salvation,3,5.55556,Ambid
4,Artificer Xy'mox,4,8.33334,Ambid
5,Lady Inerva Darkvein,5,11.11112,Ambid
6,The Council of Blood,6,11.11112,Ambid
0,Shriekwing,0,2.77778,Chainless
1,Huntsman Altimor,1,0.0,Chainless
2,Hungering Destroyer,2,2.77778,Chainless
3,Sun King's Salvation,3,8.33334,Chainless
4,Artificer Xy'mox,4,11.11112,Chainless
5,Lady Inerva Darkvein,5,8.33334,Chainless
6,The Council of Blood,6,30.55558,Chainless
7,Sludgefist,7,30.55558,Chainless
8,Stone Legion Generals,8,44.44448,Chainless
9,Sire Denathrius,9,47.22226,Chainless
0,Shriekwing,0,2.77778,O M E G A
1,Huntsman Altimor,1,11.11112,O M E G A
2,Hungering Destroyer,2,8.33334,O M E G A
3,Sun King's Salvation,3,8.33334,O M E G A
4,Artificer Xy'mox,4,16.66668,O M E G A
5,Lady Inerva Darkvein,5,11.11112,O M E G A
6,The Council of Blood,6,27.7778,O M E G A
7,Sludgefist,7,16.66668,O M E G A
8,Stone Legion Generals,8,58.33338,O M E G A
9,Sire Denathrius,9,33.33336,O M E G A
0,Shriekwing,0,0.0,Anvil
1,Huntsman Altimor,1,5.55556,Anvil
2,Hungering Destroyer,2,0.0,Anvil
3,Sun King's Salvation,3,2.77778,Anvil
4,Artificer Xy'mox,4,2.77778,Anvil
5,Lady Inerva Darkvein,5,2.77778,Anvil
6,The Council of Blood,6,11.11112,Anvil
7,Sludgefist,7,16.66668,Anvil
8,Stone Legion Generals,8,25.00002,Anvil
9,Sire Denathrius,9,36.11114,Anvil
0,Shriekwing,0,2.77778,OG Feedback
1,Huntsman Altimor,1,2.77778,OG Feedback
2,Hungering Destroyer,2,0.0,OG Feedback
3,Sun King's Salvation,3,5.55556,OG Feedback
4,Artificer Xy'mox,4,5.55556,OG Feedback
5,Lady Inerva Darkvein,5,2.77778,OG Feedback
6,The Council of Blood,6,11.11112,OG Feedback
7,Sludgefist,7,5.55556,OG Feedback
8,Stone Legion Generals,8,27.7778,OG Feedback
9,Sire Denathrius,9,22.22224,OG Feedback
0,Shriekwing,0,2.77778,Helden in Pyjamas
1,Huntsman Altimor,1,5.55556,Helden in Pyjamas
2,Hungering Destroyer,2,5.55556,Helden in Pyjamas
3,Sun King's Salvation,3,2.77778,Helden in Pyjamas
4,Artificer Xy'mox,4,8.33334,Helden in Pyjamas
5,Lady Inerva Darkvein,5,5.55556,Helden in Pyjamas
6,The Council of Blood,6,11.11112,Helden in Pyjamas
7,Sludgefist,7,13.8889,Helden in Pyjamas
8,Stone Legion Generals,8,44.44448,Helden in Pyjamas
9,Sire Denathrius,9,52.77782,Helden in Pyjamas
0,Shriekwing,0,0.0,Fade
1,Huntsman Altimor,1,0.0,Fade
2,Hungering Destroyer,2,8.33334,Fade
3,Sun King's Salvation,3,8.33334,Fade
4,Artificer Xy'mox,4,13.8889,Fade
5,Lady Inerva Darkvein,5,5.55556,Fade
6,The Council of Blood,6,19.44446,Fade
7,Sludgefist,7,13.8889,Fade
8,Stone Legion Generals,8,44.44448,Fade
9,Sire Denathrius,9,63.88894,Fade
0,Shriekwing,0,2.77778,Lost and Abandoned
1,Huntsman Altimor,1,0.0,Lost and Abandoned
2,Hungering Destroyer,2,5.55556,Lost and Abandoned
3,Sun King's Salvation,3,2.77778,Lost and Abandoned
4,Artificer Xy'mox,4,0.0,Lost and Abandoned
5,Lady Inerva Darkvein,5,19.44446,Lost and Abandoned
6,The Council of Blood,6,13.8889,Lost and Abandoned
7,Sludgefist,7,16.66668,Lost and Abandoned
8,Stone Legion Generals,8,36.11114,Lost and Abandoned
9,Sire Denathrius,9,33.33336,Lost and Abandoned
0,Shriekwing,0,0.0,Sometimes Gifted
1,Huntsman Altimor,1,5.55556,Sometimes Gifted
2,Hungering Destroyer,2,11.11112,Sometimes Gifted
3,Sun King's Salvation,3,5.55556,Sometimes Gifted
4,Artificer Xy'mox,4,16.66668,Sometimes Gifted
5,Lady Inerva Darkvein,5,11.11112,Sometimes Gifted
6,The Council of Blood,6,22.22224,Sometimes Gifted
7,Sludgefist,7,22.22224,Sometimes Gifted
8,Stone Legion Generals,8,50.00004,Sometimes Gifted
9,Sire Denathrius,9,55.5556,Sometimes Gifted
0,Shriekwing,0,0.0,Mójo
1,Huntsman Altimor,1,5.55556,Mójo
2,Hungering Destroyer,2,0.0,Mójo
3,Sun King's Salvation,3,11.11112,Mójo
4,Artificer Xy'mox,4,25.00002,Mójo
5,Lady Inerva Darkvein,5,0.0,Mójo
6,The Council of Blood,6,22.22224,Mójo
7,Sludgefist,7,27.7778,Mójo
8,Stone Legion Generals,8,44.44448,Mójo
9,Sire Denathrius,9,77.77784,Mójo
0,Shriekwing,0,5.55556,Grey Logs
1,Huntsman Altimor,1,11.11112,Grey Logs
2,Hungering Destroyer,2,16.66668,Grey Logs
3,Sun King's Salvation,3,11.11112,Grey Logs
4,Artificer Xy'mox,4,5.55556,Grey Logs
5,Lady Inerva Darkvein,5,5.55556,Grey Logs
6,The Council of Blood,6,22.22224,Grey Logs
7,Sludgefist,7,22.22224,Grey Logs
8,Stone Legion Generals,8,41.6667,Grey Logs
9,Sire Denathrius,9,41.6667,Grey Logs
0,Shriekwing,0,0.0,Horde at være Alliance
1,Huntsman Altimor,1,11.11112,Horde at være Alliance
2,Hungering Destroyer,2,5.55556,Horde at være Alliance
3,Sun King's Salvation,3,16.66668,Horde at være Alliance
4,Artificer Xy'mox,4,22.22224,Horde at være Alliance
5,Lady Inerva Darkvein,5,5.55556,Horde at være Alliance
6,The Council of Blood,6,16.66668,Horde at være Alliance
7,Sludgefist,7,22.22224,Horde at være Alliance
8,Stone Legion Generals,8,44.44448,Horde at være Alliance
9,Sire Denathrius,9,55.5556,Horde at være Alliance
0,Shriekwing,0,0.0,The Knife
1,Huntsman Altimor,1,5.55556,The Knife
2,Hungering Destroyer,2,0.0,The Knife
3,Sun King's Salvation,3,0.0,The Knife
4,Artificer Xy'mox,4,5.55556,The Knife
5,Lady Inerva Darkvein,5,5.55556,The Knife
6,The Council of Blood,6,16.66668,The Knife
7,Sludgefist,7,5.55556,The Knife
8,Stone Legion Generals,8,30.55558,The Knife
9,Sire Denathrius,9,33.33336,The Knife
0,Shriekwing,0,0.0,Hyped
1,Huntsman Altimor,1,11.11112,Hyped
2,Hungering Destroyer,2,5.55556,Hyped
3,Sun King's Salvation,3,0.0,Hyped
4,Artificer Xy'mox,4,16.66668,Hyped
5,Lady Inerva Darkvein,5,16.66668,Hyped
6,The Council of Blood,6,16.66668,Hyped
7,Sludgefist,7,25.00002,Hyped
8,Stone Legion Generals,8,33.33336,Hyped
9,Sire Denathrius,9,69.4445,Hyped
0,Shriekwing,0,0.0,Deposit Coin
1,Huntsman Altimor,1,0.0,Deposit Coin
2,Hungering Destroyer,2,0.0,Deposit Coin
3,Sun King's Salvation,3,11.11112,Deposit Coin
4,Artificer Xy'mox,4,5.55556,Deposit Coin
5,Lady Inerva Darkvein,5,0.0,Deposit Coin
6,The Council of Blood,6,5.55556,Deposit Coin
7,Sludgefist,7,5.55556,Deposit Coin
8,Stone Legion Generals,8,27.7778,Deposit Coin
9,Sire Denathrius,9,11.11112,Deposit Coin
0,Shriekwing,0,0.0,Epos
1,Huntsman Altimor,1,0.0,Epos
2,Hungering Destroyer,2,11.11112,Epos
3,Sun King's Salvation,3,5.55556,Epos
4,Artificer Xy'mox,4,11.11112,Epos
5,Lady Inerva Darkvein,5,11.11112,Epos
6,The Council of Blood,6,22.22224,Epos
7,Sludgefist,7,13.8889,Epos
8,Stone Legion Generals,8,38.88892,Epos
9,Sire Denathrius,9,66.66672,Epos
0,Shriekwing,0,11.11112,No Hard Feelings
1,Huntsman Altimor,1,0.0,No Hard Feelings
2,Hungering Destroyer,2,16.66668,No Hard Feelings
3,Sun King's Salvation,3,44.44448,No Hard Feelings
4,Artificer Xy'mox,4,27.7778,No Hard Feelings
5,Lady Inerva Darkvein,5,16.66668,No Hard Feelings
6,The Council of Blood,6,44.44448,No Hard Feelings
7,Sludgefist,7,44.44448,No Hard Feelings
8,Stone Legion Generals,8,122.22232,No Hard Feelings
9,Sire Denathrius,9,100.00008,No Hard Feelings
0,Shriekwing,0,11.11112,Distopia
1,Huntsman Altimor,1,5.55556,Distopia
2,Hungering Destroyer,2,5.55556,Distopia
3,Sun King's Salvation,3,5.55556,Distopia
4,Artificer Xy'mox,4,5.55556,Distopia
